worker_id,policy_id,zone,expected_income,actual_income,income_delta,delta_ratio,gps_offset_m,disruption_score,activity_score,claim_hour,is_duplicate,fraud_signals,is_fraud,population
9884,98842,central,224.82,109.43,115.39,0.5133,204.9,0.5301,0.9233,13,0,0,0,legit
5565,55654,south,124.05,74.97,49.08,0.3957,612.5,0.563,0.6688,21,0,0,0,legit
6720,67204,central,159.24,96.7,62.54,0.3928,261.4,0.833,0.9663,19,0,0,0,legit
2916,29164,west,207.04,197.08,9.96,0.0481,16147.0,0.1984,0.112,5,0,4,1,fraud
4947,49472,north,165.56,70.16,95.4,0.5762,235.9,0.8184,0.6912,9,0,0,0,legit
9000,90004,west,150.29,15.52,134.77,0.8968,12051.1,0.5,0.1456,4,0,3,1,fraud
5928,59283,south,138.9,43.57,95.33,0.6863,266.1,0.8854,0.6877,12,0,0,0,legit
6172,61724,central,227.89,118.98,108.91,0.4779,386.2,0.6135,0.6623,19,0,0,0,legit
1412,14123,north,276.74,13.65,263.09,0.9507,16145.3,0.1636,0.1493,2,0,5,1,fraud
6078,60781,east,193.28,64.22,129.06,0.6677,76.3,0.6911,0.7244,22,0,0,0,legit
4278,42784,north,271.12,58.5,212.62,0.7842,309.6,0.8431,0.3118,20,0,0,0,legit
2415,24151,central,280.0,138.21,141.79,0.5064,100.5,0.5806,0.9548,19,0,0,0,legit
7004,70044,east,250.56,52.48,198.08,0.7906,0.0,0.7471,0.9133,21,0,0,0,legit
2648,26483,central,280.0,265.75,14.25,0.0509,2913.9,0.1626,0.145,17,0,2,1,fraud
9376,93761,north,127.81,80.52,47.29,0.37,5.6,0.7718,0.8668,20,0,0,0,legit
2480,24802,west,209.51,136.23,73.28,0.3498,146.7,0.5735,0.9253,22,0,0,0,legit
7527,75272,west,205.83,116.45,89.38,0.4343,109.8,0.9567,0.6833,11,0,0,0,legit
9792,97924,north,105.21,31.41,73.8,0.7015,191.7,0.7784,0.6864,10,0,0,0,legit
3262,32622,central,97.44,37.87,59.58,0.6114,394.4,0.6654,0.7839,10,0,0,0,legit
3810,38103,north,212.54,78.85,133.69,0.629,123.0,0.7215,0.9314,17,0,0,0,legit
3032,30324,east,190.85,47.82,143.03,0.7494,412.7,0.914,0.5146,20,0,0,0,legit
1663,16633,north,164.11,35.77,128.34,0.782,95.1,0.9416,0.8898,11,0,0,0,legit
8822,88224,central,208.44,203.49,4.96,0.0238,18684.2,0.269,0.1435,4,0,4,1,fraud
4631,46313,south,200.76,134.11,66.65,0.332,0.0,0.8116,0.6957,19,0,0,0,legit
6046,60463,south,213.69,141.69,72.0,0.3369,17.5,0.3934,0.7856,19,0,0,0,legit
9552,95524,south,142.81,91.76,51.05,0.3574,442.0,0.8418,0.5919,10,0,0,0,legit
8118,81183,south,183.09,78.59,104.5,0.5708,555.6,0.5308,0.9195,14,0,0,0,legit
2056,20562,central,144.05,18.7,125.34,0.8702,13439.4,0.0747,0.0561,15,0,3,1,fraud
9853,98534,north,160.29,94.56,65.73,0.4101,194.7,0.7747,0.7495,21,0,0,0,legit
7612,76121,north,184.89,49.36,135.53,0.733,61.6,0.5683,0.8074,14,0,0,0,legit
3025,30253,west,99.24,49.76,49.48,0.4986,0.0,0.9587,0.5898,10,0,0,0,legit
7600,76001,north,280.0,137.4,142.6,0.5093,242.6,0.6291,0.7134,19,0,0,0,legit
3932,39323,unknown,240.62,18.49,222.13,0.9232,18633.7,0.0631,0.2353,7,0,3,1,fraud
2461,24613,east,233.16,137.17,95.98,0.4117,85.4,0.4224,0.8094,12,0,0,0,legit
9699,96992,north,120.11,77.19,42.92,0.3573,80.4,0.6941,0.8337,20,0,0,0,legit
3536,35364,north,186.65,7.48,179.18,0.96,10781.4,0.0985,0.35,12,0,3,1,fraud
7580,75802,north,162.23,10.1,152.13,0.9377,19319.6,0.4094,0.2779,22,0,2,1,fraud
4498,44984,south,133.69,124.17,9.52,0.0712,3536.6,0.1721,0.176,1,0,2,1,fraud
5366,53661,central,265.23,258.68,6.55,0.0247,8542.6,0.4825,0.2303,3,0,3,1,fraud
6820,68203,west,111.08,106.24,4.83,0.0435,4977.4,0.1266,0.2974,10,0,2,1,fraud
1764,17644,west,160.84,52.06,108.79,0.6764,186.8,0.4527,0.5961,12,0,0,0,legit
4070,40702,central,242.32,150.92,91.4,0.3772,74.5,0.8129,0.8237,21,0,0,0,legit
8421,84213,south,258.35,21.83,236.53,0.9155,3888.3,0.2348,0.0898,7,0,2,1,fraud
3865,38651,south,263.98,93.68,170.3,0.6451,187.9,0.6221,0.7461,19,0,0,0,legit
9341,93414,central,184.92,107.99,76.92,0.416,0.7,0.9368,0.8891,13,0,0,0,legit
5410,54102,central,177.48,118.1,59.38,0.3346,216.1,0.901,0.7551,22,0,0,0,legit
3035,30353,east,143.2,62.7,80.5,0.5622,0.0,0.9466,0.7313,20,0,0,0,legit
9595,95953,central,280.0,168.0,112.0,0.4,64.8,0.6932,0.7875,19,0,0,0,legit
5057,50573,west,259.95,81.35,178.6,0.6871,78.1,0.8675,0.5467,10,0,0,0,legit
1850,18501,central,153.13,95.52,57.61,0.3762,584.5,0.7996,0.8219,12,0,0,0,legit
9601,96014,south,111.46,23.23,88.23,0.7916,0.0,0.7213,0.7615,21,0,0,0,legit
5391,53914,east,230.86,142.14,88.72,0.3843,0.0,0.9236,0.5559,20,0,0,0,legit
4941,49412,west,274.5,249.38,25.13,0.0915,5691.3,0.2093,0.0711,3,0,4,1,fraud
3741,37413,east,253.62,80.93,172.69,0.6809,0.0,0.7289,0.9447,14,0,0,0,legit
9117,91173,central,188.49,51.32,137.17,0.7277,197.3,0.8763,0.904,20,0,0,0,legit
4831,48314,east,169.88,116.89,52.99,0.3119,190.7,0.8102,0.3927,11,0,0,0,legit
1743,17433,east,204.34,43.33,161.01,0.7879,221.3,0.6596,0.6066,11,0,0,0,legit
9336,93361,north,154.4,52.7,101.69,0.6586,0.0,0.6677,0.4718,17,0,0,0,legit
9951,99513,east,264.27,77.86,186.41,0.7054,73.5,0.8108,0.7442,16,0,0,0,legit
3991,39912,north,280.0,165.92,114.08,0.4074,0.0,0.9453,0.842,14,0,0,0,legit
6735,67351,west,137.21,71.23,65.97,0.4808,126.6,0.8626,0.8677,18,0,0,0,legit
2634,26344,south,131.79,90.0,41.79,0.3171,0.0,0.2794,0.8081,18,0,0,0,legit
5709,57094,north,210.38,67.35,143.02,0.6798,170.7,0.7296,0.9877,13,0,0,0,legit
7133,71334,central,187.76,41.52,146.24,0.7789,91.3,0.6465,0.7081,21,0,0,0,legit
8843,88432,south,119.43,52.79,66.63,0.5579,48.6,0.7933,0.893,21,0,0,0,legit
1651,16512,unknown,129.02,123.44,5.58,0.0432,8942.6,0.4607,0.0175,5,0,3,1,fraud
2558,25584,south,128.14,68.31,59.83,0.4669,250.2,0.5299,0.855,8,0,0,0,legit
5030,50304,central,222.19,128.88,93.31,0.4199,287.3,0.8816,0.9264,12,0,0,0,legit
9015,90151,east,122.62,55.42,67.2,0.548,0.0,0.7638,0.74,11,0,0,0,legit
1895,18954,central,112.45,74.37,38.08,0.3386,0.0,0.6732,0.6594,13,0,0,0,legit
4518,45181,central,138.14,84.86,53.28,0.3857,187.1,0.7985,0.7647,19,0,0,0,legit
2908,29081,east,191.58,127.93,63.66,0.3323,283.6,0.4747,0.7758,11,0,0,0,legit
3435,34351,north,189.13,25.51,163.62,0.8651,14503.6,0.2213,0.35,15,0,2,1,fraud
3453,34531,south,143.55,137.68,5.88,0.0409,6490.4,0.1152,0.2068,8,0,3,1,fraud
8525,85254,south,211.15,109.19,101.96,0.4829,345.7,0.5644,0.7144,12,0,0,0,legit
1142,11421,south,234.66,123.03,111.63,0.4757,151.2,0.7662,0.6805,18,0,0,0,legit
9601,96011,north,235.13,109.17,125.96,0.5357,382.2,0.7459,0.6545,12,0,0,0,legit
7592,75921,north,183.24,66.15,117.09,0.639,14.7,0.9045,0.7948,10,0,0,0,legit
7968,79684,central,242.41,11.59,230.82,0.9522,16459.8,0.2608,0.0301,8,0,3,1,fraud
7606,76064,south,116.04,69.23,46.81,0.4034,349.5,0.6776,0.953,18,0,0,0,legit
7112,71121,north,181.01,79.02,101.99,0.5635,133.0,0.5509,0.731,21,0,0,0,legit
1318,13182,east,90.9,51.83,39.08,0.4299,395.8,0.7419,0.9426,12,0,0,0,legit
2558,25583,south,123.43,30.47,92.96,0.7531,399.8,0.6582,0.7482,19,0,0,0,legit
7076,70761,south,154.5,107.25,47.25,0.3058,270.6,0.6986,0.9466,10,0,0,0,legit
4045,40452,unknown,153.82,139.05,14.77,0.096,9989.2,0.4141,0.0382,11,0,2,1,fraud
2682,26821,east,181.31,122.85,58.45,0.3224,643.2,0.7816,0.5947,14,0,0,0,legit
7463,74633,east,151.78,66.84,84.94,0.5596,295.4,0.7401,0.8618,9,0,0,0,legit
5044,50444,north,118.26,67.65,50.61,0.428,183.7,0.7693,0.2249,18,0,0,0,legit
2138,21383,north,141.25,69.18,72.08,0.5103,0.0,0.7695,0.8334,12,0,0,0,legit
4631,46313,north,170.61,107.27,63.35,0.3713,353.7,0.9594,0.819,20,0,0,0,legit
2318,23181,south,280.0,146.35,133.65,0.4773,226.6,0.5761,0.5384,18,0,0,0,legit
8019,80192,east,152.57,37.49,115.08,0.7543,622.0,0.4976,0.9127,16,0,0,0,legit
3770,37704,central,168.69,5.21,163.49,0.9691,10812.4,0.0806,0.2562,4,0,4,1,fraud
8510,85103,east,173.0,53.92,119.08,0.6883,0.0,0.9752,0.8176,19,0,0,0,legit
3313,33132,east,146.31,63.7,82.61,0.5646,0.0,0.8835,0.9366,19,0,0,0,legit
5355,53554,east,128.97,60.82,68.15,0.5284,0.0,0.8822,0.7902,13,0,0,0,legit
2528,25284,central,172.98,60.86,112.12,0.6482,171.3,0.7479,0.8344,20,0,0,0,legit
4445,44454,central,93.95,44.14,49.81,0.5302,0.0,0.833,0.6347,12,0,0,0,legit
3503,35034,north,138.27,84.72,53.56,0.3873,490.1,0.8836,0.8172,13,0,0,0,legit
6729,67291,central,237.39,112.7,124.69,0.5253,172.7,0.4472,0.8162,18,0,0,0,legit
6986,69862,north,98.01,56.19,41.82,0.4267,162.8,0.8908,0.6756,19,0,0,0,legit
3173,31734,south,238.41,124.48,113.93,0.4779,152.4,0.8311,0.8499,19,0,0,0,legit
1434,14344,north,169.3,78.38,90.92,0.537,121.9,0.8804,0.7538,20,0,0,0,legit
1000,10001,east,179.87,81.89,97.97,0.5447,130.2,0.4731,0.6629,18,0,0,0,legit
2887,28873,north,124.29,73.67,50.62,0.4073,0.0,0.9212,0.8479,20,0,0,0,legit
5249,52492,east,233.88,110.78,123.11,0.5264,63.7,0.7385,0.4409,20,0,0,0,legit
5282,52821,central,160.06,98.46,61.6,0.3848,437.1,0.7631,0.9174,17,0,0,0,legit
3432,34323,west,248.35,89.76,158.59,0.6386,0.0,0.8557,0.6523,11,0,0,0,legit
3852,38522,east,148.02,17.91,130.11,0.879,2557.7,0.33,0.0356,4,0,2,1,fraud
7906,79062,east,148.34,86.83,61.51,0.4147,318.4,0.4828,0.5076,10,0,0,0,legit
5243,52432,east,127.09,74.04,53.05,0.4174,0.0,0.7546,0.8882,20,0,0,0,legit
6843,68432,west,194.16,134.78,59.38,0.3058,307.5,0.6206,0.5778,11,0,0,0,legit
9480,94802,east,235.22,114.7,120.52,0.5124,0.0,0.654,0.8179,18,0,0,0,legit
2702,27021,west,142.74,8.61,134.13,0.9397,14420.0,0.5,0.1551,3,0,3,1,fraud
6858,68581,north,191.88,102.53,89.34,0.4656,434.7,0.9051,0.8008,19,0,0,0,legit
7523,75233,south,183.29,67.01,116.28,0.6344,239.3,0.5147,0.7598,13,0,0,0,legit
6192,61924,north,280.0,186.59,93.41,0.3336,0.0,0.7294,0.89,20,0,0,0,legit
3426,34262,central,152.0,54.55,97.44,0.6411,0.0,0.721,0.7977,20,0,0,0,legit
7072,70721,south,199.0,123.21,75.78,0.3808,0.0,0.7802,0.9091,18,0,0,0,legit
5545,55452,south,221.37,140.48,80.89,0.3654,73.8,0.7131,0.6485,21,0,0,0,legit
9562,95623,west,221.0,152.68,68.32,0.3092,236.5,0.7985,0.7611,17,0,0,0,legit
8097,80972,central,221.03,21.55,199.48,0.9025,2643.9,0.1226,0.2253,2,0,2,1,fraud
6139,61394,west,146.74,6.89,139.85,0.9531,2333.8,0.4889,0.1257,3,0,3,1,fraud
2672,26724,south,168.82,159.28,9.54,0.0565,10582.2,0.2668,0.0244,4,0,3,1,fraud
2335,23352,south,182.11,84.3,97.81,0.5371,565.4,0.5808,0.7552,16,0,0,0,legit
1060,10602,north,192.21,184.38,7.83,0.0407,13955.6,0.4547,0.0409,2,0,4,1,fraud
3740,37401,central,237.88,135.99,101.88,0.4283,156.6,0.851,0.8246,19,0,0,0,legit
5227,52272,north,108.88,66.23,42.65,0.3917,0.0,0.8536,0.7433,10,0,0,0,legit
6608,66082,central,173.96,86.97,87.0,0.5001,718.5,0.7053,0.6089,19,0,0,0,legit
2696,26961,central,96.07,52.38,43.68,0.4547,351.2,0.8765,0.7757,19,0,0,0,legit
5100,51002,south,169.84,38.84,131.0,0.7713,37.9,0.4714,0.679,11,0,0,0,legit
2784,27843,west,138.88,59.0,79.88,0.5752,0.0,0.8152,0.8448,20,0,0,0,legit
5237,52371,east,197.57,192.99,4.58,0.0232,6122.4,0.1835,0.0837,4,0,5,1,fraud
8080,80803,north,116.0,42.11,73.89,0.6369,291.6,0.9486,0.7962,18,0,0,0,legit
2093,20933,south,158.5,103.55,54.95,0.3467,599.4,0.838,0.9084,20,0,0,0,legit
6415,64151,central,150.36,45.41,104.95,0.698,140.4,0.9521,0.7274,11,0,0,0,legit
7929,79291,south,138.26,125.32,12.94,0.0936,8801.1,0.3401,0.1858,1,0,2,1,fraud
1888,18884,east,176.15,116.99,59.16,0.3358,49.3,0.5175,0.689,17,0,0,0,legit
7335,73351,east,208.77,125.1,83.67,0.4008,247.8,0.7909,0.5748,18,0,0,0,legit
2714,27144,south,193.11,58.09,135.02,0.6992,0.0,0.4652,0.4455,13,0,0,0,legit
9537,95374,central,219.06,114.01,105.05,0.4795,451.4,0.478,0.96,22,0,0,0,legit
4073,40733,east,280.0,257.74,22.26,0.0795,15392.6,0.3384,0.2108,4,0,2,1,fraud
2853,28532,east,157.15,95.89,61.26,0.3898,114.0,0.6611,0.8129,19,0,0,0,legit
3063,30632,unknown,141.07,130.23,10.84,0.0769,8249.5,0.3781,0.3108,12,0,1,0,fraud
8278,82783,south,190.6,99.75,90.85,0.4766,0.0,0.66,0.7093,11,0,0,0,legit
6617,66173,north,172.08,44.73,127.35,0.7401,370.3,0.7709,0.77,18,0,0,0,legit
1418,14181,central,111.29,68.1,43.19,0.3881,89.7,0.5999,0.7582,9,0,0,0,legit
3988,39884,west,176.25,48.65,127.59,0.7239,182.9,0.9267,0.631,10,0,0,0,legit
4048,40483,west,175.65,73.63,102.01,0.5808,50.5,0.6768,0.8686,19,0,0,0,legit
5308,53082,central,152.94,31.88,121.06,0.7915,563.7,0.7149,0.9392,17,0,0,0,legit
3406,34062,north,208.37,62.54,145.83,0.6999,600.2,0.5148,0.7841,23,0,0,0,legit
5821,58212,central,132.18,79.01,53.16,0.4022,0.0,0.8815,0.8372,12,0,0,0,legit
7729,77291,north,173.91,109.33,64.58,0.3713,0.0,0.6811,0.81,20,0,0,0,legit
7282,72821,east,119.11,107.2,11.91,0.1,11795.7,0.0175,0.0384,8,0,3,1,fraud
4093,40932,north,189.87,44.82,145.05,0.7639,263.4,0.2196,0.8036,12,0,1,0,legit
3191,31911,west,245.85,126.28,119.57,0.4863,247.4,0.4972,0.9213,17,0,0,0,legit
3066,30661,central,202.18,93.37,108.8,0.5382,366.5,0.6591,0.8312,17,0,0,0,legit
1220,12202,north,206.8,136.88,69.92,0.3381,479.3,0.6286,0.8918,23,0,0,0,legit
1083,10831,north,125.86,64.86,61.0,0.4847,282.8,0.8304,0.6795,8,0,0,0,legit
9117,91174,central,112.45,78.12,34.33,0.3053,180.7,0.3958,0.9205,11,0,0,0,legit
6415,64154,west,201.22,58.39,142.83,0.7098,54.8,0.4104,0.4638,19,0,0,0,legit
3255,32554,north,186.55,111.06,75.49,0.4047,366.4,0.4609,0.62,20,0,0,0,legit
2668,26684,north,240.46,139.37,101.09,0.4204,215.8,0.4332,0.7824,20,0,0,0,legit
1547,15473,east,129.59,51.56,78.03,0.6021,397.9,0.8848,0.6415,19,0,0,0,legit
6675,66752,unknown,279.88,270.18,9.69,0.0346,13291.5,0.3367,0.35,2,0,3,1,fraud
5481,54811,west,164.99,74.65,90.34,0.5476,354.4,0.9471,0.954,13,0,0,0,legit
4627,46273,north,146.85,66.54,80.31,0.5469,163.3,0.684,0.8698,13,0,0,0,legit
8438,84382,south,97.71,54.67,43.04,0.4405,0.0,0.7714,0.8251,14,0,0,0,legit
2865,28651,central,151.86,7.42,144.44,0.9511,19852.7,0.4682,0.1788,2,0,3,1,fraud
1527,15274,east,188.79,99.01,89.78,0.4756,0.0,0.4176,0.732,18,0,0,0,legit
3957,39572,east,199.61,92.97,106.65,0.5343,23.1,0.4706,0.7514,20,0,0,0,legit
2714,27143,east,229.74,73.96,155.77,0.6781,0.0,0.7521,0.6979,11,0,0,0,legit
5404,54041,east,124.0,63.36,60.64,0.489,139.7,0.4154,0.717,11,0,0,0,legit
8452,84522,west,191.54,42.77,148.77,0.7767,102.1,0.8285,0.6431,10,0,0,0,legit
4962,49623,south,251.13,54.9,196.24,0.7814,161.2,0.4887,0.674,18,0,0,0,legit
9065,90651,west,104.35,8.2,96.15,0.9215,15384.4,0.3498,0.0652,3,0,4,1,fraud
6731,67312,north,104.19,25.32,78.87,0.757,521.8,0.838,0.4534,19,0,0,0,legit
6907,69073,south,226.3,149.48,76.82,0.3395,137.8,0.6363,0.8848,13,0,0,0,legit
2759,27593,east,209.57,132.09,77.49,0.3697,266.1,0.4977,0.4085,20,0,0,0,legit
4840,48401,east,280.0,126.34,153.66,0.5488,195.6,0.3098,0.6894,10,0,0,0,legit
7632,76324,central,162.63,83.77,78.86,0.4849,628.9,0.5411,0.8976,16,0,0,0,legit
6570,65704,south,175.16,88.23,86.94,0.4963,293.0,0.8385,0.6295,11,0,0,0,legit
6109,61092,south,167.01,100.05,66.97,0.401,0.0,0.9257,0.7158,8,0,0,0,legit
9736,97364,north,158.85,33.01,125.84,0.7922,0.0,0.6379,0.926,19,0,0,0,legit
6854,68541,north,181.05,43.14,137.91,0.7617,215.8,0.6853,0.932,20,0,0,0,legit
5529,55291,north,97.73,12.69,85.04,0.8701,19471.9,0.0862,0.1086,7,0,3,1,fraud
6104,61042,south,275.98,127.98,148.0,0.5363,0.0,0.7401,0.7175,11,0,0,0,legit
4335,43354,north,167.44,88.9,78.55,0.4691,17.0,0.5936,0.5344,9,0,0,0,legit
5388,53881,south,139.35,46.28,93.07,0.6679,0.0,0.5227,0.9398,9,0,0,0,legit
5288,52882,west,139.66,72.21,67.45,0.483,365.5,0.6604,0.7594,12,0,0,0,legit
5482,54823,east,158.16,80.51,77.64,0.4909,622.0,0.8286,0.7953,21,0,0,0,legit
1654,16542,central,146.05,61.22,84.83,0.5808,311.9,0.8875,0.4414,21,0,0,0,legit
3175,31752,east,170.69,65.29,105.41,0.6175,150.6,0.9264,0.4794,19,0,0,0,legit
9179,91794,east,150.87,69.9,80.97,0.5367,269.8,0.7044,0.89,20,0,0,0,legit
1089,10894,south,156.4,66.15,90.24,0.577,0.0,0.6424,0.8445,18,0,0,0,legit
4510,45102,south,143.19,87.71,55.48,0.3875,244.2,0.6753,0.4126,18,0,0,0,legit
2274,22742,unknown,259.73,31.62,228.1,0.8782,8560.5,0.0895,0.0527,18,0,3,1,fraud
7631,76314,east,95.2,21.65,73.56,0.7726,0.0,0.594,0.6367,11,0,0,0,legit
6165,61651,south,141.46,77.05,64.4,0.4553,272.9,0.7818,0.7398,17,0,0,0,legit
6516,65164,east,103.12,68.61,34.5,0.3346,3.1,0.7663,0.8017,20,0,0,0,legit
1906,19061,central,188.4,86.91,101.5,0.5387,0.0,0.8574,0.8868,21,0,0,0,legit
7792,77924,east,245.42,153.7,91.72,0.3737,449.4,0.3401,0.639,18,0,0,0,legit
7556,75563,north,163.03,38.05,124.97,0.7666,193.6,0.7911,0.9161,20,0,0,0,legit
7416,74161,north,162.2,70.55,91.65,0.565,98.8,0.7454,0.8674,18,0,0,0,legit
6771,67711,central,125.83,52.5,73.33,0.5828,107.3,0.8227,0.9108,12,0,0,0,legit
1389,13893,east,94.77,46.99,47.78,0.5042,0.0,0.3978,0.6848,14,0,0,0,legit
3479,34791,central,127.54,66.8,60.74,0.4762,177.8,0.9468,0.8468,19,0,0,0,legit
5371,53712,east,148.19,90.96,57.23,0.3862,0.0,0.7217,0.7561,21,0,0,0,legit
7417,74174,south,184.22,106.79,77.43,0.4203,225.4,0.7217,0.7136,9,0,0,0,legit
7716,77162,east,187.96,22.34,165.61,0.8811,8796.4,0.3401,0.1153,18,0,2,1,fraud
2523,25233,central,143.84,84.79,59.05,0.4105,114.1,0.6612,0.678,20,0,0,0,legit
9856,98562,north,280.0,2.65,277.35,0.9906,6936.6,0.1868,0.0498,4,0,5,1,fraud
9666,96664,east,148.35,30.89,117.47,0.7918,316.7,0.4737,0.9144,12,0,0,0,legit
9677,96772,central,280.0,69.29,210.71,0.7525,301.7,0.6235,0.4995,13,0,0,0,legit
3812,38121,south,111.5,58.23,53.27,0.4778,0.0,0.7637,0.8876,20,0,0,0,legit
5466,54663,north,107.02,50.59,56.43,0.5273,180.0,0.6927,0.8139,18,0,0,0,legit
8694,86943,east,170.59,12.2,158.39,0.9285,4822.3,0.1417,0.1376,15,0,3,1,fraud
4716,47164,east,178.27,84.78,93.49,0.5244,495.8,0.9061,0.509,18,0,0,0,legit
8006,80063,north,204.13,26.48,177.65,0.8703,14585.1,0.3916,0.0692,9,0,2,1,fraud
6177,61773,east,155.13,84.25,70.88,0.4569,389.7,0.6999,0.7645,21,0,0,0,legit
5112,51123,north,227.37,33.23,194.14,0.8539,8035.3,0.0324,0.2375,5,0,2,1,fraud
5260,52603,east,223.85,63.42,160.43,0.7167,0.0,0.7474,0.7571,20,0,0,0,legit
8222,82221,north,235.6,104.77,130.83,0.5553,297.3,0.9216,0.8259,8,0,0,0,legit
8619,86191,west,190.29,80.95,109.33,0.5746,25.4,0.5545,0.928,12,0,0,0,legit
5610,56101,south,126.48,36.45,90.04,0.7118,75.8,0.5948,0.7226,21,0,0,0,legit
2556,25564,west,176.14,165.63,10.51,0.0597,4419.8,0.3761,0.0201,4,0,2,1,fraud
5274,52742,west,161.91,100.72,61.19,0.3779,346.2,0.5977,0.7846,10,0,0,0,legit
5590,55903,central,280.0,159.1,120.9,0.4318,0.0,0.5939,0.9401,9,0,0,0,legit
2510,25101,east,148.96,62.71,86.25,0.579,0.0,0.778,0.8678,21,0,0,0,legit
6866,68663,south,103.45,55.44,48.01,0.4641,495.7,0.8816,0.7685,11,0,0,0,legit
2030,20303,south,205.96,80.32,125.64,0.61,17.7,0.6183,0.932,22,0,0,0,legit
5037,50374,central,113.96,32.93,81.04,0.7111,161.4,0.2893,0.6969,19,0,0,0,legit
7894,78943,south,126.03,37.55,88.48,0.7021,333.2,0.6777,0.6744,11,0,0,0,legit
6427,64272,central,163.39,81.19,82.2,0.5031,44.7,0.7971,0.8311,21,0,0,0,legit
1128,11283,north,270.04,115.91,154.14,0.5708,139.1,0.6887,0.7161,12,0,0,0,legit
2881,28814,west,104.74,37.14,67.6,0.6454,13.0,0.7539,0.5438,21,0,0,0,legit
5967,59674,east,127.02,29.77,97.25,0.7656,296.2,0.7664,0.7873,11,0,0,0,legit
3102,31023,south,97.15,32.16,64.99,0.669,10.7,0.8236,0.7887,12,0,0,0,legit
5472,54722,east,167.33,97.1,70.23,0.4197,0.0,0.8205,0.6568,12,0,0,0,legit
4754,47544,west,135.54,72.14,63.4,0.4678,159.0,0.5876,0.5599,20,0,0,0,legit
4874,48744,east,136.12,40.68,95.44,0.7011,0.0,0.5563,0.7988,20,0,0,0,legit
9426,94261,central,129.86,40.01,89.85,0.6919,459.7,0.402,0.8043,19,0,0,0,legit
4711,47114,south,157.07,69.06,88.0,0.5603,416.9,0.6543,0.6107,9,0,0,0,legit
4907,49074,central,219.22,149.15,70.06,0.3196,150.4,0.5599,0.8695,18,0,0,0,legit
7016,70163,north,153.22,91.21,62.02,0.4047,308.3,0.5118,0.8006,12,0,0,0,legit
4845,48452,south,143.98,53.33,90.65,0.6296,168.2,0.9418,0.8984,19,0,0,0,legit
3867,38674,central,280.0,190.94,89.06,0.3181,46.5,0.9576,0.8282,8,0,0,0,legit
2212,22121,north,157.84,53.06,104.78,0.6639,323.3,0.754,0.5721,21,0,0,0,legit
7763,77634,south,135.18,92.15,43.03,0.3183,21.8,0.9814,0.6154,13,0,0,0,legit
5850,58504,north,151.84,77.23,74.61,0.4914,0.0,0.6957,0.8115,21,0,0,0,legit
1881,18813,central,252.91,56.31,196.6,0.7774,192.1,0.6462,0.7284,21,0,0,0,legit
7685,76854,east,171.79,62.11,109.68,0.6385,144.7,0.3462,0.8064,10,0,0,0,legit
4879,48792,central,252.76,241.24,11.52,0.0456,14594.1,0.5,0.1556,19,0,2,1,fraud
6572,65723,north,193.04,132.71,60.33,0.3125,224.3,0.8509,0.3914,21,0,0,0,legit
6946,69463,north,176.44,171.11,5.33,0.0302,14974.5,0.1338,0.2745,14,0,3,1,fraud
5496,54964,north,183.98,43.47,140.5,0.7637,0.0,0.4687,0.8339,9,0,0,0,legit
8986,89862,south,195.26,42.96,152.3,0.78,306.8,0.5235,0.4873,17,0,0,0,legit
9382,93821,west,181.28,173.58,7.7,0.0425,4864.3,0.095,0.0641,15,0,3,1,fraud
7638,76381,north,173.29,92.24,81.05,0.4677,0.0,0.82,0.8816,9,0,0,0,legit
7887,78872,east,280.0,124.17,155.83,0.5565,30.7,0.6448,0.7124,12,0,0,0,legit
3967,39673,west,122.32,56.83,65.49,0.5354,141.3,0.9207,0.7433,11,0,0,0,legit
8110,81101,central,178.72,71.71,107.01,0.5988,165.7,0.8156,0.7421,21,0,0,0,legit
9862,98622,west,208.27,194.52,13.75,0.066,19050.5,0.454,0.2007,12,0,1,0,fraud
7758,77584,east,178.8,97.88,80.92,0.4526,105.9,0.9199,0.8775,12,0,0,0,legit
2199,21991,west,94.93,55.19,39.73,0.4186,484.2,0.6036,0.8036,10,0,0,0,legit
5999,59993,central,202.66,81.81,120.85,0.5963,0.0,0.6863,0.6809,20,0,0,0,legit
6006,60062,east,91.99,48.98,43.01,0.4676,0.0,0.6675,0.6067,12,0,0,0,legit
8531,85314,central,106.4,42.77,63.63,0.598,209.5,0.9158,0.8968,19,0,0,0,legit
3710,37102,central,80.0,24.86,55.14,0.6893,310.1,0.692,0.6687,20,0,0,0,legit
4912,49121,west,164.88,90.99,73.89,0.4481,0.0,0.815,0.8231,10,0,0,0,legit
3142,31424,south,117.96,1.56,116.41,0.9868,2438.5,0.3637,0.2176,9,0,1,0,fraud
6699,66994,north,102.66,29.96,72.7,0.7082,19.8,0.864,0.887,13,0,0,0,legit
3180,31802,north,247.18,70.64,176.54,0.7142,77.9,0.7877,0.8931,19,0,0,0,legit
1953,19534,north,250.48,125.67,124.81,0.4983,190.9,0.9183,0.9624,19,0,0,0,legit
6928,69284,east,193.83,129.06,64.76,0.3341,369.6,0.397,0.8657,20,0,0,0,legit
5460,54603,east,214.68,96.14,118.55,0.5522,240.8,0.8571,0.7273,20,0,0,0,legit
6673,66732,east,162.52,35.6,126.92,0.781,88.6,0.848,0.69,14,0,0,0,legit
4416,44164,unknown,123.17,10.39,112.79,0.9157,5576.5,0.1689,0.0873,1,0,4,1,fraud
